Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission,city
2021 Used Maruti Suzuki DZire in Angul,Dzire [2020-2024],2021,650000,Maruti Suzuki,30000,Petrol,CompactSedan,5,First Owner ,Manual,angul
2006 Used Maruti Suzuki Swift DZire in Kendrapara,Swift Dzire [2008-2010],2006,254268,Maruti Suzuki,112500,Diesel,Sedan,5,First Owner ,Manual,kendrapara
2021 Used Maruti Suzuki Ertiga in Kendrapara,Ertiga [2018-2022],2021,900000,Maruti Suzuki,14800,Petrol,MPV_MUV,7,First Owner ,Manual,kendrapara
2018 Used Tata Nexon in Bhubaneswar,Nexon [2017-2020],2018,630000,Tata,58000,Diesel,SUV,5,UnRegistered Car,Automatic (AMT),kendrapara
2024 Used Mahindra Thar in Bhubaneswar,Thar,2024,1420000,Mahindra,7000,Diesel,SUV,4,First Owner ,Manual,kendrapara
2017 Used Maruti Suzuki Alto 800 in Bhubaneswar,Alto 800 [2012-2016],2017,285000,Maruti Suzuki,72000,Petrol,Hatchback,5,First Owner,Manual,kendrapara
2011 Used Hyundai i10 in Bhubaneswar,i10 [2010-2017],2011,175000,Hyundai,48567,Petrol,Hatchback,5,First Owner,Manual,kendrapara
2022 Used Hyundai Venue in Bhubaneswar,Venue [2019-2022],2022,950000,Hyundai,29000,Diesel,CompactSuv,5,First Owner,Manual,kendrapara
2024 Used Mahindra Thar in Bhubaneswar,Thar,2024,1349000,Mahindra,37000,Diesel,SUV,4,First Owner,Manual,kendrapara
2023 Used Hyundai Grand i10 NIOS in Bhubaneswar,Grand i10 Nios [2019-2023],2023,650000,Hyundai,40000,Petrol,Hatchback,5,First Owner ,Manual,kendrapara
2019 Used Maruti Suzuki Ertiga in Bhubaneswar,Ertiga [2018-2022],2019,920000,Maruti Suzuki,65000,Diesel,SUV,7,Second Owner ,Manual,kendrapara
2021 Used Maruti Suzuki Ertiga in Bhubaneswar,Ertiga [2018-2022],2021,950000,Maruti Suzuki,50000,Petrol,MPV_MUV,7,First Owner ,Manual,kendrapara
2023 Used Maruti Suzuki Wagon R in Bhubaneswar,Wagon R [2019-2022],2023,550000,Maruti Suzuki,18000,Petrol,Hatchback,5,First Owner ,Manual,kendrapara
2016 Used Hyundai i20 Active in Bhubaneswar,i20 Active [2015-2018],2016,495000,Hyundai,50000,Petrol,Hatchback,5,First Owner ,Manual,kendrapara
2020 Used Maruti Suzuki DZire in Bhubaneswar,Dzire [2020-2024],2020,680000,Maruti Suzuki,58000,Petrol,CompactSedan,5,First Owner ,Manual,kendrapara
2020 Used Renault Duster in Bhubaneswar,Duster [2015-2016],2020,440000,Renault,58000,Diesel,SUV,5,First Owner ,Manual,kendrapara
2016 Used Maruti Suzuki Celerio in Bhubaneswar,Celerio [2014-2017],2016,350000,Maruti Suzuki,48000,Petrol,Hatchback,5,UnRegistered Car,Manual,kendrapara
2018 Used Renault Kwid in Bhubaneswar,Kwid [2015-2019],2018,285000,Renault,58000,Petrol,Hatchback,5,First Owner ,Manual,kendrapara
2020 Used Toyota Innova Crysta in Bhubaneswar,Innova Crysta [2020-2023],2020,1620000,Toyota,110000,Diesel,MPV_MUV,7,Second Owner ,Manual,kendrapara
2016 Used Hyundai Eon in Bhubaneswar,Eon,2016,225000,Hyundai,50000,Petrol,Hatchback,5,First Owner ,Manual,kendrapara
2016 Used Hyundai Grand i10 in Bhubaneswar,Grand i10 [2013-2017],2016,365000,Hyundai,50000,Petrol,Hatchback,5,First Owner ,Manual,kendrapara
2022 Used Maruti Suzuki S-Presso in Bhubaneswar,S-Presso [2019-2022],2022,415000,Maruti Suzuki,35000,Petrol,Hatchback,5,UnRegistered Car,Manual,kendrapara
2019 Used Honda Civic in Bhubaneswar,Civic,2019,1300000,Honda,55300,Petrol,Sedan,5,First Owner ,Automatic (CVT),kendrapara
2013 Used Audi Q3 in Bhubaneswar,Q3 [2012-2015],2013,499999,Audi,68000,Diesel,SUV,5,Second Owner ,Automatic,kendrapara
2021 Used MG ZS EV in Bhubaneswar,ZS EV [2020-2022],2021,1800000,MG,37000,Electric,SUV,5,First Owner ,Automatic,kendrapara
2015 Used Mahindra Bolero in Bhubaneswar,Bolero [2011-2020],2015,400000,Mahindra,58000,Diesel,SUV,7,First Owner ,Manual,kendrapara
2021 Used Skoda Superb in Bhubaneswar,Superb [2020-2023],2021,2300000,Skoda,41000,Petrol,Sedan,5,First Owner ,Automatic (DCT),kendrapara
2024 Used Tata Curvv EV in Bhubaneswar,Curvv EV,2024,2050000,Tata,7000,Electric,SUV,5,First Owner ,Automatic,kendrapara
2017 Used Toyota Fortuner in Bhubaneswar,Fortuner [2016-2021],2017,2000000,Toyota,237000,Diesel,SUV,7,First Owner ,Manual,kendrapara
2015 Used Maruti Suzuki Wagon R in Vizianagaram,Wagon R 1.0 [2014-2019],2015,290000,Maruti Suzuki,28000,Petrol,Hatchback,5,First Owner ,Manual,vizianagaram
2024 Used Toyota Innova Hyrcross in Vizianagaram,Innova Hycross,2024,3600000,Toyota,13000,Hybrid,MPV_MUV,7,First Owner ,Automatic (e-CVT),vizianagaram
2008 Used Toyota Innova in Vizianagaram,Innova [2005-2009],2008,350000,Toyota,250000,Diesel,SUV,7,Third Owner ,Manual,vizianagaram
2024 Used Skoda Kushaq in Vizianagaram,Kushaq,2024,1800000,Skoda,18000,Petrol,SUV,5,First Owner ,Manual,vizianagaram
2012 Used Renault Duster in Vizianagaram,Duster [2012-2015],2012,285000,Renault,185000,Diesel,SUV,5,Second Owner ,Manual,vizianagaram
2017 Used Maruti Suzuki DZire in Vizianagaram,Dzire [2017-2020],2017,600000,Maruti Suzuki,150000,Diesel,CompactSedan,5,First Owner ,Manual,vizianagaram
2011 Used Maruti Suzuki Alto in Vizianagaram,Alto [2010-2013],2011,150000,Maruti Suzuki,85700,Petrol,Hatchback,5,Second Owner ,Manual,vizianagaram
2012 Used Tata Indica in Vizianagaram,Indica,2012,80000,Tata,110000,Diesel,Hatchback,5,Second Owner ,Manual,vizianagaram
2013 Used Hyundai i20 in Vizianagaram,i20 [2012-2014],2013,350000,Hyundai,84523,Petrol,Hatchback,5,First Owner ,Manual,vizianagaram
2024 Used Hyundai Grand i10 NIOS in Vizianagaram,Grand i10 Nios,2024,750000,Hyundai,14000,Petrol,Hatchback,5,First Owner ,Manual,vizianagaram
2014 Used Hyundai Grand i10 in Vizianagaram,Grand i10 [2013-2017],2014,400000,Hyundai,50000,Petrol,Hatchback,5,First Owner ,Manual,vizianagaram
2017 Used Datsun Redigo in Vizianagaram,redi-GO [2016-2020],2017,303712,Datsun,35000,Petrol,Hatchback,5,Second Owner ,Manual,vizianagaram
2021 Used Maruti Suzuki Swift in Vizianagaram,Swift [2021-2024],2021,600000,Maruti Suzuki,25000,Petrol,Hatchback,5,First Owner ,Manual,vizianagaram
2021 Used Honda City in Vizianagaram,All New City [2020-2023],2021,1300000,Honda,60000,Petrol,Sedan,5,First Owner ,Automatic (CVT),vizianagaram
2020 Used Maruti Suzuki Swift in Vizianagaram,Swift [2018-2021],2020,550000,Maruti Suzuki,16000,Petrol,Hatchback,5,First Owner ,Manual,vizianagaram
2022 Used Maruti Suzuki Celerio in Vizianagaram,Celerio,2022,550000,Maruti Suzuki,60000,Petrol,Hatchback,5,First Owner ,Manual,vizianagaram
2011 Used Ford Fiesta in Vizianagaram,Fiesta [2011-2014],2011,210000,Ford,110000,Diesel,Sedan,5,Second Owner ,Manual,vizianagaram
2016 Used Tata Indigo in Vizianagaram,Indigo eCS [2013-2018],2016,250000,Tata,100000,Petrol,CompactSedan,5,Second Owner ,Manual,vizianagaram
2019 Used Maruti Suzuki Ertiga in Vizianagaram,Ertiga [2015-2018],2019,1000000,Maruti Suzuki,75000,Diesel,SUV,7,First Owner ,Manual,vizianagaram
2016 Used Maruti Suzuki Swift in Visakhapatnam,Swift [2011-2014],2016,410000,Maruti Suzuki,137267,Diesel,Hatchback,5,First Owner,Manual,vizianagaram
2020 Used Renault Duster in Visakhapatnam,Duster [2020-2022],2020,820000,Renault,45927,Petrol,SUV,5,First Owner,Manual,vizianagaram
2022 Used Hyundai Tucson in Visakhapatnam,Tucson,2022,2675393,Hyundai,18837,Petrol,SUV,5,First Owner,Automatic (TC),vizianagaram
2023 Used Mahindra XUV700 in Visakhapatnam,XUV700,2023,1863353,Mahindra,17278,Petrol,SUV,5,Second Owner,Automatic (TC),vizianagaram
2021 Used Skoda Octavia in Visakhapatnam,Octavia,2021,2195643,Skoda,33171,Petrol,Sedan,5,First Owner,Automatic (DCT),vizianagaram
2018 Used Maruti Suzuki Vitara Brezza in Visakhapatnam,Vitara Brezza [2016-2020],2018,697000,Maruti Suzuki,124822,Diesel,SUV,5,First Owner,Automatic (AMT),vizianagaram
2022 Used Hyundai Creta in Ahmedabad,Creta,2022,1790000,Hyundai,41004,Diesel,SUV,5,First Owner,Automatic (TC),ahmedabad
2023 Used Kia Carens in Ahmedabad,Carens [2022-2023],2023,1075000,Kia,25300,Petrol,MPV_MUV,7,First Owner,Manual,ahmedabad
2022 Used Mahindra Thar in Ahmedabad,Thar,2022,1390000,Mahindra,33000,Diesel,SUV,4,First Owner,Manual,ahmedabad
2019 Used Maruti Suzuki Celerio in Ahmedabad,Celerio [2017-2021],2019,378256,Maruti Suzuki,110473,Petrol,Hatchback,5,First Owner,Manual,ahmedabad
2019 Used Land Rover Discovery Sport in Ahmedabad,Discovery Sport [2015-2017],2019,3500000,Land Rover,76624,Diesel,SUV,7,First Owner,Automatic,ahmedabad
2015 Used Mahindra XUV500 in Ahmedabad,XUV500 [2011-2015],2015,475000,Mahindra,72000,Diesel,SUV,7,First Owner,Manual,ahmedabad
2022 Used Audi A4 in Ahmedabad,A4,2022,2990000,Audi,40200,Petrol,Sedan,5,First Owner,Automatic (DCT),ahmedabad
2019 Used Maruti Suzuki Baleno in Ahmedabad,Baleno [2019-2022],2019,575000,Maruti Suzuki,39031,Petrol,Hatchback,5,First Owner,Manual,ahmedabad
2022 Used Mahindra Thar in Ahmedabad,Thar,2022,1250000,Mahindra,52285,Diesel,SUV,4,First Owner,Manual,ahmedabad
2021 Used Hyundai Verna in Ahmedabad,Verna [2020-2023],2021,1090000,Hyundai,38704,Petrol,Sedan,5,First Owner,Automatic (CVT),ahmedabad
2017 Used Maruti Suzuki Vitara Brezza in Ahmedabad,Vitara Brezza [2016-2020],2017,740000,Maruti Suzuki,75778,Diesel,SUV,5,First Owner,Manual,ahmedabad
2022 Used Mahindra XUV700 in Ahmedabad,XUV700,2022,1800000,Mahindra,31670,Diesel,SUV,7,First Owner,Manual,ahmedabad
2021 Used Hyundai Creta in Ahmedabad,Creta [2020-2023],2021,1375000,Hyundai,72699,Diesel,SUV,5,First Owner,Manual,ahmedabad
2019 Used Hyundai Creta in Ahmedabad,Creta [2018-2019],2019,1075000,Hyundai,39020,Petrol,SUV,5,First Owner,Automatic,ahmedabad
2018 Used Hyundai Creta in Ahmedabad,Creta [2018-2019],2018,975000,Hyundai,76423,Petrol,SUV,5,First Owner,Automatic,ahmedabad
2023 Used Hyundai Creta in Ahmedabad,Creta,2023,1551000,Hyundai,51458,Petrol,SUV,5,First Owner,Automatic (CVT),ahmedabad
2021 Used Hyundai Creta in Ahmedabad,Creta [2020-2023],2021,1150000,Hyundai,58651,Diesel,SUV,5,First Owner,Manual,ahmedabad
2022 Used Hyundai Creta in Ahmedabad,Creta [2020-2023],2022,1170000,Hyundai,58293,Diesel,SUV,5,First Owner,Manual,ahmedabad
2019 Used Maruti Suzuki Vitara Brezza in Ahmedabad,Vitara Brezza [2016-2020],2019,800000,Maruti Suzuki,66572,Diesel,SUV,5,First Owner,Automatic (AMT),ahmedabad
2018 Used Maruti Suzuki Ciaz in Ahmedabad,Ciaz [2017-2018],2018,650000,Maruti Suzuki,76268,Petrol,Sedan,5,First Owner,Manual,ahmedabad
2017 Used Maruti Suzuki Baleno in Ahmedabad,Baleno [2015-2019],2017,550000,Maruti Suzuki,55990,Petrol,Hatchback,5,First Owner,Automatic (CVT),ahmedabad
2017 Used Hyundai Verna in Ahmedabad,Verna [2017-2020],2017,700000,Hyundai,50148,Petrol,Sedan,5,First Owner ,Manual,ahmedabad
2022 Used Hyundai Creta in Ahmedabad,Creta [2020-2023],2022,1575000,Hyundai,54000,Diesel,SUV,5,First Owner ,Manual,ahmedabad
2018 Used Toyota Fortuner in Ahmedabad,Fortuner [2016-2021],2018,2450000,Toyota,65000,Diesel,SUV,7,First Owner,Automatic,ahmedabad
2022 Used Mahindra Thar in Ahmedabad,Thar,2022,1490000,Mahindra,17000,Diesel,SUV,4,First Owner ,Automatic (TC),ahmedabad
2021 Used Toyota Fortuner in Ahmedabad,Fortuner [2016-2021],2021,2750000,Toyota,72000,Diesel,SUV,7,First Owner,Manual,ahmedabad
2023 Used Mahindra Thar in Ahmedabad,Thar,2023,1325000,Mahindra,50000,Diesel,SUV,4,First Owner,Manual,ahmedabad
2021 Used Maruti Suzuki Swift in Ahmedabad,Swift [2021-2024],2021,575000,Maruti Suzuki,79000,Petrol,Hatchback,5,First Owner,Manual,ahmedabad
2019 Used Maruti Suzuki Alto 800 in Ahmedabad,Alto 800 [2012-2016],2019,350000,Maruti Suzuki,54567,Petrol,Hatchback,5,First Owner ,Manual,ahmedabad
2022 Used Hyundai Venue in Ahmedabad,Venue,2022,990000,Hyundai,51100,Diesel,SubCompactSuv,5,First Owner,Manual,ahmedabad
2017 Used Hyundai Creta in Ahmedabad,Creta [2015-2017],2017,800000,Hyundai,75339,Petrol,SUV,5,First Owner ,Automatic,ahmedabad
2022 Used Mahindra Scorpio in Patna,Scorpio,2022,1595000,Mahindra,42279,Diesel,SUV,7,First Owner,Manual,darbhanga
2020 Used Mahindra Scorpio in Patna,Scorpio 2021,2020,1170000,Mahindra,56000,Diesel,SUV,7,First Owner,Manual,darbhanga
2019 Used Maruti Suzuki DZire in Motihari,Dzire [2017-2020],2019,625000,Maruti Suzuki,32533,Petrol,CompactSedan,5,First Owner,Manual,darbhanga
2018 Used Mahindra Scorpio in Patna,Scorpio 2021,2018,1060000,Mahindra,61000,Diesel,SUV,7,First Owner,Manual,darbhanga
2023 Used Mahindra Scorpio in Patna,Scorpio,2023,1750000,Mahindra,22000,Diesel,SUV,7,First Owner,Manual,darbhanga
2022 Used Mahindra Scorpio in Patna,Scorpio 2021,2022,1330000,Mahindra,46944,Diesel,SUV,7,First Owner,Manual,darbhanga
2019 Used Mahindra Scorpio in Patna,Scorpio 2021,2019,1150000,Mahindra,42296,Diesel,SUV,7,First Owner,Manual,darbhanga
2021 Used Mahindra Scorpio in Patna,Scorpio 2021,2021,1390000,Mahindra,40000,Diesel,SUV,7,First Owner,Manual,darbhanga
2016 Used Hyundai Elite i20 in Bettiah,Elite i20 [2016-2017],2016,565000,Hyundai,36470,Diesel,Hatchback,5,First Owner,Manual,darbhanga
2021 Used Hyundai Venue in Bettiah,Venue [2019-2022],2021,855000,Hyundai,28592,Diesel,CompactSuv,5,First Owner,Manual,darbhanga
2021 Used Hyundai Creta in Bettiah,Creta [2020-2023],2021,985000,Hyundai,67610,Diesel,SUV,5,First Owner,Manual,darbhanga
2019 Used Hyundai Creta in Bettiah,Creta [2015-2017],2019,905000,Hyundai,41575,Petrol,SUV,5,First Owner,Manual,darbhanga
2020 Used Maruti Suzuki S-Presso in Bettiah,S-Presso [2019-2022],2020,415000,Maruti Suzuki,25487,Petrol,Hatchback,5,First Owner,Manual,darbhanga
2021 Used Maruti Suzuki Wagon R in Bettiah,Wagon R [2019-2022],2021,515000,Maruti Suzuki,25251,Petrol,Hatchback,5,First Owner,Manual,darbhanga
2019 Used Hyundai Santro in Bettiah,Santro,2019,411000,Hyundai,24639,Petrol,Hatchback,5,First Owner,Manual,darbhanga
2023 Used Maruti Suzuki Baleno in Motihari,Baleno,2023,750000,Maruti Suzuki,39577,Petrol,Hatchback,5,Second Owner,Manual,darbhanga
2017 Used Maruti Suzuki Wagon R in Motihari,Wagon R 1.0 [2014-2019],2017,375000,Maruti Suzuki,40796,Petrol,Hatchback,5,Second Owner,Manual,darbhanga
2016 Used Hyundai Elite i20 in Bettiah,Elite i20 [2016-2017],2016,495000,Hyundai,36674,Petrol,Hatchback,5,First Owner,Manual,darbhanga
2020 Used Maruti Suzuki Baleno in Bettiah,Baleno [2015-2019],2020,625000,Maruti Suzuki,42903,Petrol,Hatchback,5,First Owner,Manual,darbhanga
2020 Used Maruti Suzuki Wagon R in Motihari,Wagon R [2019-2022],2020,511000,Maruti Suzuki,42705,Petrol,Hatchback,5,Second Owner,Manual,darbhanga
2021 Used Tata Tiago in Motihari,Tiago [2016-2020],2021,525000,Tata,41539,Diesel,Hatchback,5,Second Owner,Manual,darbhanga
2021 Used Maruti Suzuki S-Presso in Patna,S-Presso [2019-2022],2021,430000,Maruti Suzuki,23143,Petrol,Hatchback,5,First Owner,Manual,darbhanga
2021 Used Hyundai Venue in Bettiah,Venue [2019-2022],2021,885000,Hyundai,35485,Petrol,SUV,5,First Owner,Automatic,darbhanga
2019 Used Hyundai Grand i10 in Bettiah,Grand i10,2019,555000,Hyundai,48423,CNG,Hatchback,5,First Owner,Manual,darbhanga
2023 Used Mercedes-Benz EQB in Indore,EQB,2023,4699000,Mercedes-Benz,18600,Electric,SUV,5,UnRegistered Car,Automatic,vidisha
2024 Used Mercedes-Benz GLA in Indore,GLA,2024,4655000,Mercedes-Benz,3110,Petrol,SUV,5,UnRegistered Car,Automatic (DCT),vidisha
2022 Used Mercedes-Benz C-Class in Indore,C-Class [2022-2024],2022,4600000,Mercedes-Benz,29500,Diesel,Sedan,5,First Owner ,Automatic (TC),vidisha
2021 Used Mercedes-Benz E-Class in Indore,E-Class [2017-2021],2021,4699000,Mercedes-Benz,28988,Diesel,Sedan,5,First Owner ,Automatic,vidisha
2022 Used Mercedes-Benz E-Class in Indore,E-Class [2017-2021],2022,4399000,Mercedes-Benz,43000,Petrol,Sedan,5,First Owner,Automatic,vidisha
2022 Used Mercedes-Benz E-Class in Indore,E-Class [2021-2024],2022,5599000,Mercedes-Benz,37000,Diesel,Sedan,5,First Owner,Automatic (TC),vidisha
2024 Used Mercedes-Benz C-Class in Indore,C-Class [2022-2024],2024,5300000,Mercedes-Benz,3500,Petrol,Sedan,5,UnRegistered Car,Automatic (TC),vidisha
2021 Used Jeep Compass in Indore,Compass,2021,2099000,Jeep,35018,Petrol,SUV,5,First Owner ,Automatic (DCT),vidisha
2016 Used Mercedes-Benz E-Class in Indore,E-Class [2015-2017],2016,1999000,Mercedes-Benz,81609,Diesel,Sedan,5,First Owner ,Automatic,vidisha
2021 Used Mercedes-Benz E-Class in Indore,E-Class [2015-2017],2021,4599000,Mercedes-Benz,42644,Petrol,Sedan,5,First Owner ,Automatic,vidisha
2021 Used MG Hector Plus in Bhopal,Hector Plus [2020-2023],2021,1500000,MG,45000,Petrol,SUV,6,First Owner ,Automatic (DCT),vidisha
2022 Used Mercedes-Benz E-Class in Indore,E-Class [2015-2017],2022,5800000,Mercedes-Benz,79890,Petrol,Sedan,5,First Owner ,Automatic,vidisha
2023 Used Audi A6 in Indore,A6,2023,5500000,Audi,14058,Petrol,Sedan,5,First Owner ,Automatic,vidisha
2018 Used Mahindra XUV500 in Bhopal,XUV500,2018,1150000,Mahindra,62840,Diesel,SUV,7,First Owner,Manual,vidisha
2023 Used Mahindra Scorpio in Bhopal,Scorpio,2023,1650000,Mahindra,66180,Diesel,SUV,7,First Owner,Manual,vidisha
2022 Used MINI Convertible in Indore,Cooper Convertible,2022,4951000,MINI,11306,Petrol,Convertible,4,First Owner,Automatic (DCT),vidisha
2021 Used Hyundai Venue in Bhopal,Venue [2019-2022],2021,850000,Hyundai,34560,Petrol,CompactSuv,5,First Owner,Manual,vidisha
2016 Used Hyundai Grand i10 in Bhopal,Grand i10,2016,425000,Hyundai,41830,Petrol,Hatchback,5,First Owner,Manual,vidisha
2019 Used Hyundai Grand i10 in Bhopal,Grand i10 [2013-2017],2019,495000,Hyundai,50780,Petrol,Hatchback,5,Second Owner,Manual,vidisha
2022 Used Hyundai Grand i10 NIOS in Bhopal,Grand i10 Nios [2019-2023],2022,675000,Hyundai,16000,Petrol,Hatchback,5,First Owner,Automatic (AMT),vidisha
2022 Used Maruti Suzuki Grand Vitara in Bhopal,Grand Vitara,2022,1650000,Maruti Suzuki,11350,Petrol,SUV,5,First Owner,Manual,vidisha
2018 Used Volkswagen Ameo in Bhopal,Ameo,2018,540000,Volkswagen,92000,Diesel,CompactSedan,5,First Owner,Manual,vidisha
2020 Used Tata Harrier in Bhopal,Harrier [2019-2023],2020,1475000,Tata,70000,Diesel,SUV,5,First Owner,Manual,vidisha
2018 Used BMW 3 Series GT in Indore,3 Series GT [2014-2016],2018,2500000,BMW,67035,Diesel,Sedan,5,First Owner ,Automatic,vidisha
2017 Used Jaguar XE in Bangalore,XE [2016-2019],2017,2950000,Jaguar,56336,Petrol,Sedan,5,First Owner,Automatic,bengaluru
2022 Used Land Rover Range Rover in Bangalore,Range Rover,2022,29900000,Land Rover,48000,Diesel,SUV,5,UnRegistered Car,Automatic (TC),bengaluru
2016 Used Volvo XC60 in Bangalore,XC60 [2015-2017],2016,2100000,Volvo,62707,Diesel,SUV,5,First Owner,Automatic,bengaluru
2016 Used Hyundai Genesis in Bangalore,Genesis,2016,2800000,Hyundai,22449,Petrol,Sedan,0,First Owner,Automatic,bengaluru
2016 Used BMW X3 in Bangalore,X3 [2014-2018],2016,2388000,BMW,94250,Diesel,SUV,5,Second Owner ,Automatic,bengaluru
2017 Used Hyundai Eon in Bangalore,Eon,2017,381000,Hyundai,21454,Petrol,Hatchback,5,First Owner ,Manual,bengaluru
2016 Used Tata Nano in Bangalore,Nano GenX,2016,200000,Tata,28530,Petrol,Hatchback,5,Second Owner ,Automatic (AMT),bengaluru
2019 Used BMW 3-Series in Bangalore,3 Series,2019,2395000,BMW,26868,Diesel,Sedan,5,Second Owner ,Automatic,bengaluru
2018 Used Maruti Suzuki Celerio in Bangalore,Celerio [2014-2017],2018,525000,Maruti Suzuki,6909,Petrol,Hatchback,5,First Owner,Automatic,bengaluru
2020 Used Toyota Fortuner in Bangalore,Fortuner [2016-2021],2020,3875000,Toyota,48444,Diesel,SUV,7,First Owner,Automatic (TC),bengaluru
2023 Used Hyundai Venue in Bangalore,Venue [2022-2023],2023,1295000,Hyundai,8314,Petrol,CompactSuv,5,First Owner,Automatic (DCT),bengaluru
2019 Used Jeep Compass in Bangalore,Compass [2017-2021],2019,1495000,Jeep,37347,Diesel,SUV,5,First Owner,Manual,bengaluru
2022 Used Kia Sonet in Bangalore,Sonet [2020-2022],2022,1249000,Kia,58180,Diesel,CompactSuv,5,First Owner,Automatic (TC),bengaluru
2021 Used MG Hector in Bangalore,Hector [2019-2021],2021,1675000,MG,42196,Diesel,SUV,5,First Owner,Manual,bengaluru
2021 Used Ford Ecosport in Bangalore,EcoSport [2017-2019],2021,875000,Ford,37603,Diesel,SUV,5,First Owner ,Manual,bengaluru
2020 Used Hyundai Venue in Bangalore,Venue [2019-2022],2020,925000,Hyundai,65616,Petrol,CompactSuv,5,First Owner,Automatic (DCT),bengaluru
2015 Used Honda Brio in Bangalore,Brio [2013-2016],2015,545000,Honda,59435,Petrol,Hatchback,5,First Owner,Automatic,bengaluru
2018 Used Honda City in Bangalore,City [2014-2017],2018,865000,Honda,62861,Petrol,Sedan,5,First Owner,Manual,bengaluru
2017 Used Renault Duster in Bangalore,Duster [2016-2019],2017,699000,Renault,63288,Petrol,SUV,5,First Owner,Automatic (CVT),bengaluru
2021 Used Kia Sonet in Bangalore,Sonet [2020-2022],2021,1149000,Kia,34268,Diesel,CompactSuv,5,First Owner,Manual,bengaluru
2017 Used Maruti Suzuki Baleno in Bangalore,Baleno [2015-2019],2017,685000,Maruti Suzuki,45091,Petrol,Hatchback,5,First Owner,Automatic (CVT),bengaluru
2022 Used Maruti Suzuki Ertiga in Bangalore,Ertiga [2018-2022],2022,1085000,Maruti Suzuki,39926,Petrol,MPV_MUV,7,First Owner ,Manual,bengaluru
2020 Used Kia Sonet in Bangalore,Sonet [2020-2022],2020,969000,Kia,51920,Petrol,CompactSuv,5,First Owner ,Automatic (DCT),bengaluru
2019 Used Hyundai Elite i20 in Bangalore,Elite i20 [2018-2019],2019,724000,Hyundai,79318,Diesel,Hatchback,5,First Owner,Manual,bengaluru
2021 Used Kia Sonet in Bangalore,Sonet [2020-2022],2021,990000,Kia,18453,Petrol,CompactSuv,5,First Owner,Automatic (DCT),bengaluru
2025 Used Hyundai Grand i10 NIOS in Bangalore,Grand i10 Nios,2025,829000,Hyundai,4863,CNG,Hatchback,5,First Owner,Manual,bengaluru
2021 Used Volkswagen Taigun in Bangalore,Taigun [2021-2023],2021,1495000,Volkswagen,29685,Petrol,SUV,5,First Owner,Automatic (DCT),bengaluru
2023 Used Maruti Suzuki Celerio in Bangalore,Celerio,2023,625000,Maruti Suzuki,24153,Petrol,Hatchback,5,First Owner,Automatic (AMT),bengaluru
2022 Used Toyota Fortuner in Bangalore,Fortuner,2022,4450000,Toyota,72876,Diesel,SUV,7,First Owner ,Automatic (TC),bengaluru
2016 Used Hyundai Creta in Bangalore,Creta [2015-2017],2016,785000,Hyundai,71236,Petrol,SUV,5,First Owner,Manual,bengaluru
2019 Used Skoda Rapid in Bangalore,Rapid,2019,795000,Skoda,69099,Petrol,Sedan,5,First Owner,Manual,bengaluru
2023 Used Kia Seltos in Bangalore,Seltos [2023-2024],2023,1995000,Kia,3132,Petrol,SUV,5,First Owner,Automatic (DCT),bengaluru
2019 Used Hyundai Creta in Azamgarh,Creta [2019-2020],2019,910000,Hyundai,108000,Diesel,SUV,5,Second Owner ,Manual,azamgarh
2019 Used Hyundai Venue in Lucknow,Venue [2019-2022],2019,735000,Hyundai,78000,Diesel,SUV,5,First Owner,Manual,azamgarh
2022 Used Mahindra Scorpio in Lucknow,Scorpio,2022,1575000,Mahindra,69000,Diesel,SUV,7,First Owner,Manual,azamgarh
2015 Used Maruti Suzuki Wagon R in Lucknow,Wagon R 1.0 [2014-2019],2015,325000,Maruti Suzuki,61000,Petrol,Hatchback,5,First Owner,Manual,azamgarh
2019 Used Maruti Suzuki Baleno in Lucknow,Baleno [2015-2019],2019,485000,Maruti Suzuki,68000,Petrol,Hatchback,5,First Owner,Manual,azamgarh
2022 Used Maruti Suzuki Swift in Lucknow,Swift [2021-2024],2022,650000,Maruti Suzuki,71000,Petrol,Hatchback,5,First Owner,Manual,azamgarh
2020 Used Honda Amaze in Lucknow,Amaze [2016-2018],2020,575000,Honda,72000,Diesel,CompactSedan,5,First Owner,Manual,azamgarh
2020 Used Hyundai Grand i10 NIOS in Lucknow,Grand i10 Nios [2019-2023],2020,475000,Hyundai,65000,Petrol,Hatchback,5,First Owner,Manual,azamgarh
2013 Used Honda Brio in Kanpur,Brio [2011-2013],2013,218000,Honda,71365,Petrol,Hatchback,5,First Owner ,Manual,azamgarh
2016 Used Honda City in Kanpur,City [2014-2017],2016,570000,Honda,72211,Petrol,Sedan,5,First Owner ,Automatic,azamgarh
